source,source_type,matched_keywords,title,summary,url,published_at,writer,paper_page,raw_keyword
경향신문,naver_paper,,"삼성전자, GPU 위에 HBM 시공…차세대 ‘주상복합 반도체’ 공개",AI 가속기 상단 수직 증축 3D 구조 칩·메모리 데이터 이동 거리 좁혀 추론으로 옮겨 가는 기술 변화 대응 낸드 400단 적층 기술은 업계 최초 온디바이스 …,https://n.news.naver.com/mnews/article/032/0003462562,2026-08-05T20:37:00+09:00,,A18면,
경향신문,naver_paper,,증시 널뛰기에 줄어든 ‘빚투’…신용잔고 연중 최저 수준,,https://n.news.naver.com/mnews/article/032/0003462563,2026-08-05T20:37:00+09:00,,A18면,
경향신문,naver_paper,,"삼성호암상, 총상금 30억원으로 확대",,https://n.news.naver.com/mnews/article/032/0003462564,2026-08-05T20:37:00+09:00,,A18면,
경향신문,naver_paper,,"AI 데이터센터 매출, 2배 ‘껑충’…SKT, 2분기 ‘깜짝’ 실적",,https://n.news.naver.com/mnews/article/032/0003462565,2026-08-05T20:37:00+09:00,,A18면,
경향신문,naver_paper,,"식어가는 K철강, AI 데이터센터·전기로로 다시 달군다","국내 철강업계가 시련의 계절을 보내고 있다. 저렴한 중국산 범용제품 범람과 미국·유럽연합(EU)의 관세폭탄, 원재료 상승 등 각종 악재에 시달리며 올해 상반기 부진한 실적을 거뒀다. 인공지능(AI) …",https://n.news.naver.com/mnews/article/032/0003462557,2026-08-05T20:34:00+09:00,,A19면,
경향신문,naver_paper,,"4월 결혼비용, 1월보다 325만원 더 든다",,https://n.news.naver.com/mnews/article/032/0003462558,2026-08-05T20:34:00+09:00,,A19면,
경향신문,naver_paper,,"HD현대, 미 최대 방산 조선사에 ‘지능형 용접’ 전수",,https://n.news.naver.com/mnews/article/032/0003462559,2026-08-05T20:34:00+09:00,,A19면,
경향신문,naver_paper,,"하나금융, 업계 최초 ‘포용금융최고책임자’ 선임",,https://n.news.naver.com/mnews/article/032/0003462560,2026-08-05T20:34:00+09:00,,A19면,
경향신문,naver_paper,,이 더위가 지나면…거물들이 밀려온다,"바깥의 더위는 절정이지만, 미술계의 시계는 벌써 가을을 향하고 있다. 올해 상반기 데이미언 허스트의 개인전과 유영국 회고전이 미술계 흥행을 이끌었다면, 하반기 …",https://n.news.naver.com/mnews/article/032/0003462561,2026-08-05T20:33:00+09:00,,A20면,
경향신문,naver_paper,,예술인 기본소득 검토 ‘성장 동력’ K컬처 육성,,https://n.news.naver.com/mnews/article/032/0003462556,2026-08-05T20:30:00+09:00,,A20면,
경향신문,naver_paper,,950년 전 중국 북송의 인플루언서 모임…현장에 함께 있는 듯 신묘한 묘사[붓 끝의 美학],,https://n.news.naver.com/mnews/article/032/0003462555,2026-08-05T20:27:00+09:00,,A21면,
경향신문,naver_paper,,"폭염 얕본 KBO, 관중 쓰러지자 뒤늦게 “안전대책 재검토”","폭염에 달궈진 그라운드 ‘뜨겁다, 뜨거워’ 5일 SSG-LG전이 폭염으로 취소된 인천 SSG랜더스필드에서 경기장 스태프들이 그라운드를 정비하고 있다. 전날 해 …",https://n.news.naver.com/mnews/article/032/0003462552,2026-08-05T20:25:00+09:00,,A22면,
경향신문,naver_paper,,"‘메이저 상금 1위’ 매킬로이, 76억원 받아 세금 30억원 냈다",,https://n.news.naver.com/mnews/article/032/0003462551,2026-08-05T20:25:00+09:00,,A22면,
경향신문,naver_paper,,"‘제2 농구 인생’ 박종천 감독 “후배들, 해외 도전 펼치길”",,https://n.news.naver.com/mnews/article/032/0003462553,2026-08-05T20:24:00+09:00,,A22면,
경향신문,naver_paper,,"‘임시 감독 체제’ 축구대표팀, 9·10월 A매치 상대 확정",,https://n.news.naver.com/mnews/article/032/0003462554,2026-08-05T20:24:00+09:00,,A22면,
경향신문,naver_paper,,과기정통부 산하 ‘KIC중국’ 김종문 센터장 조언 “중국 과학기술 거부감 없이 살펴야 실체 보여”,지난달 상하이에서 열린 세계인공지능대회(WAIC)에서는 한국 과학기술정보통신부 산하 글로벌혁신센터(KIC중국) 지원으로 ‘한국 혁신관’이 마련됐다. 국내 기업 …,https://n.news.naver.com/mnews/article/032/0003462546,2026-08-05T20:19:00+09:00,,A23면,
경향신문,naver_paper,,원자력의학원장에 임일한 박사,,https://n.news.naver.com/mnews/article/032/0003462548,2026-08-05T20:16:00+09:00,,A23면,
경향신문,naver_paper,,"손흥민, ‘토트넘 역대 레전드 21인’에 뽑혀",,https://n.news.naver.com/mnews/article/032/0003462547,2026-08-05T20:16:00+09:00,,A23면,
경향신문,naver_paper,,교량 노후화 손상 예측 기술 개발 이종한 교수 ‘8월 과학기술인상’,,https://n.news.naver.com/mnews/article/032/0003462549,2026-08-05T20:16:00+09:00,,A23면,
경향신문,naver_paper,,히로시마서 한국인 원폭 희생자 위령제 열려,,https://n.news.naver.com/mnews/article/032/0003462550,2026-08-05T20:16:00+09:00,,A23면,
경향신문,naver_paper,,[전중환의 진화의 창]왜 유전자변형식품은 찜찜할까,| 전중환 경희대 후마니타스칼리지 교수 어떤 식품이 안전한지 알 수 있는 역사상 최대 규모의 실험이 1996년부터 지금까지 행해진다. 미국과 캐나다의 전인구가 …,https://n.news.naver.com/mnews/article/032/0003462537,2026-08-05T20:02:00+09:00,,A24면,
경향신문,naver_paper,,[역사와 현실]강남 고령 집주인과 반쪽 진실,,https://n.news.naver.com/mnews/article/032/0003462535,2026-08-05T19:59:00+09:00,,A24면,
경향신문,naver_paper,,"[기고]KSSB 지속 가능성 공시 시대, 인증의 독립성이 필요하다",,https://n.news.naver.com/mnews/article/032/0003462536,2026-08-05T19:59:00+09:00,,A24면,
경향신문,naver_paper,,[남지원의 다른 시선들]폭염이 재난이 될 때,| 남지원 젠더데스크 월요일에는 일 최고기온이 40도가 넘는 관측지점이 10곳을 넘었다는 소식을 접했다. 어제는 급기야 오후 10시의 바깥 기온이 33도라는 …,https://n.news.naver.com/mnews/article/032/0003462540,2026-08-05T20:06:00+09:00,,A25면,
경향신문,naver_paper,,[예술과 오늘]기후협정이 실패한 어느 미래,,https://n.news.naver.com/mnews/article/032/0003462538,2026-08-05T20:05:00+09:00,,A25면,
경향신문,naver_paper,,"[숨]무더위쉼터, 숫자보다 중요한 것",,https://n.news.naver.com/mnews/article/032/0003462539,2026-08-05T20:05:00+09:00,,A25면,
경향신문,naver_paper,,[경향의 눈]내 손으로 나를 대체할 로봇을 훈련시키는 역설,| 이명희 논설위원 장안의 화제가 됐던 드라마 의 흥행 비결은 시원한 액션이다. 북파 공작조로 일했던 김부장(소지섭)이 납치된 딸을 구하기 위해 봉인 …,https://n.news.naver.com/mnews/article/032/0003462541,2026-08-05T20:10:00+09:00,,A26면,
경향신문,naver_paper,,[겨를]중장년이 나서야 모두가 산다,,https://n.news.naver.com/mnews/article/032/0003462542,2026-08-05T20:09:00+09:00,,A26면,
경향신문,naver_paper,,[임의진의 시골편지]무명 시절,,https://n.news.naver.com/mnews/article/032/0003462543,2026-08-05T20:09:00+09:00,,A26면,
경향신문,naver_paper,,[여적]결혼이란 지렛대,,https://n.news.naver.com/mnews/article/032/0003462518,2026-08-05T18:10:00+09:00,,A26면,
경향신문,naver_paper,,[정동칼럼]조세혁신 실종 정부,"| 오건호 내가만드는복지국가 공동대표 정부 세제개편안이 나왔다. 연 3조4000억원, GDP 0.1% 정도 늘어나는 소규모 개편안이다. 정부가 ‘대한민국 대도 …",https://n.news.naver.com/mnews/article/032/0003462545,2026-08-05T20:13:00+09:00,,A27면,
경향신문,naver_paper,,[문화와 삶]주민센터 서고에서,,https://n.news.naver.com/mnews/article/032/0003462544,2026-08-05T20:13:00+09:00,,A27면,
경향신문,naver_paper,,"[사설]레버리지 ETF 사태, 누군가 책임지는 게 맞지 않나",,https://n.news.naver.com/mnews/article/032/0003462517,2026-08-05T18:10:00+09:00,,A27면,
경향신문,naver_paper,,"[사설]권고뿐인 폭염 작업중지, 강제력 있게 바꿔야",,https://n.news.naver.com/mnews/article/032/0003462519,2026-08-05T18:10:00+09:00,,A27면,
경향신문,naver_paper,,"[사설] 피해자 불러 놓고 “돌려차기” 발언, 자질 의심스런 국힘 의원들",,https://n.news.naver.com/mnews/article/032/0003462520,2026-08-05T18:12:00+09:00,,A27면,
경향신문,naver_paper,,이 대통령 “쿠데타 3번 한 육사 책임 안 물어” 3사 통합 속도 주문,,https://n.news.naver.com/mnews/article/032/0003462603,2026-08-05T21:29:00+09:00,,A1면,
경향신문,naver_paper,,일하는 노인 ‘1000만명’ 돌파,,https://n.news.naver.com/mnews/article/032/0003462604,2026-08-05T21:27:00+09:00,,A1면,
경향신문,naver_paper,,"SH, 임대주택 모집에 ‘취약계층 가점’ 폐지",,https://n.news.naver.com/mnews/article/032/0003462605,2026-08-05T21:27:00+09:00,,A1면,
경향신문,naver_paper,,불볕에 덴 논밭…밥상 물가까지 펄펄,"불볕더위에 농산물 출하량 급감 오이 53%, 열무 48% 등 값 상승 수급 차질 ‘히트플레이션’ 우려 양배추·당근 등 파종 늦어진 탓 수확 줄어 추석 물가 영 …",https://n.news.naver.com/mnews/article/032/0003462602,2026-08-05T21:23:00+09:00,,A2면,
경향신문,naver_paper,,"살인 더위, 프로야구도 멈췄다",,https://n.news.naver.com/mnews/article/032/0003462601,2026-08-05T21:19:00+09:00,,A2면,
경향신문,naver_paper,,법무부 “배임죄 신속 정비”…이 대통령 ‘대장동 재판’ 영향 줄까,정성호 “요건 불명확해 기업 경영 부담” 폐지·요건 완화 등 추진 폐지 땐 대체입법 내용 따라 이 대통령 ‘면소’ 여지…야 반발 예상 형소법 관련 “합수본 근 …,https://n.news.naver.com/mnews/article/032/0003462597,2026-08-05T21:17:00+09:00,,A3면,
경향신문,naver_paper,,"이 대통령 “요란한 삿대질, 필연적 반발 불러”…개혁 강경파 겨냥?",,https://n.news.naver.com/mnews/article/032/0003462600,2026-08-05T21:16:00+09:00,,A3면,
경향신문,naver_paper,,2026년 08월 06일[김용민의 그림마당],,https://n.news.naver.com/mnews/article/032/0003462598,2026-08-05T21:18:00+09:00,,A3면,
경향신문,naver_paper,,이 대통령 “법에 수사 금지 써있나”…정성호 “그렇다”,,https://n.news.naver.com/mnews/article/032/0003462599,2026-08-05T21:16:00+09:00,,A3면,
경향신문,naver_paper,,"오세훈·김용범, 준공업지역 공장 비율 낮춰 주택 공급 ‘공감’",오세훈 서울시장과 김용범 청와대 정책실장이 5일 만나 서울 구로·영등포구 준공업지역을 활용한 주택 공급 방안을 논의했다. 개발제한구역(그린벨트) 해제를 두고도 …,https://n.news.naver.com/mnews/article/032/0003462595,2026-08-05T21:14:00+09:00,,A4면,
경향신문,naver_paper,,"‘단일 레버리지 ETF’ 도입, 범여권서도 김용범 책임론",,https://n.news.naver.com/mnews/article/032/0003462596,2026-08-05T21:14:00+09:00,,A4면,
경향신문,naver_paper,,김민석 “한두 개 개혁을 우려먹어”…정청래 “배신해본 사람은 또 배신”,"1차 때와 다르게 날카로운 분위기 김민석·송영길, 정청래 협공 구도 김 “종교 개입 경고가 해당행위냐” 정 “당·당원 공격”…신천지 대립 정 “김 총리 때 레 …",https://n.news.naver.com/mnews/article/032/0003462594,2026-08-05T21:12:00+09:00,,A5면,
경향신문,naver_paper,,이 대통령 국정 운영 ‘부정 평가’가 ‘긍정’ 처음 앞섰다,,https://n.news.naver.com/mnews/article/032/0003462592,2026-08-05T21:11:00+09:00,,A5면,
경향신문,naver_paper,,여당 전대 진행 중인데…당원 추가 투표 놓고 또 ‘룰 논쟁’,,https://n.news.naver.com/mnews/article/032/0003462593,2026-08-05T21:11:00+09:00,,A5면,
경향신문,naver_paper,,장동혁 “서범수 ‘돌려차기 실언’ 있어선 안 될 일…당 차원 조치”,장동혁 국민의힘 대표가 5일 부산 돌려차기 사건과 관련한 실언으로 논란을 일으킨 친한동훈계 서범수 의원을 겨냥해 “당 차원에서 상응하는 적절한 조치가 필요하다 …,https://n.news.naver.com/mnews/article/032/0003462590,2026-08-05T21:09:00+09:00,,A6면,
경향신문,naver_paper,,통일부 “4자 대화 모색”에…“이상주의적” 선 그은 외교부,,https://n.news.naver.com/mnews/article/032/0003462591,2026-08-05T21:09:00+09:00,,A6면,
경향신문,naver_paper,,"‘무기징역+39년형’ 윤석열, 남은 재판서 형량 얼마나 늘까","이종섭 호주대사 도피·채 상병 사건 수사 외압 의혹 등 2건 1심 진행 중 대법, 한덕수·이상민 내란 사건 전원합의체 회부…윤 재판 영향 미칠 듯 김건희 무죄 …",https://n.news.naver.com/mnews/article/032/0003462586,2026-08-05T21:05:00+09:00,,A10면,
경향신문,naver_paper,,노태악·이흥구 후임자 ‘동시 제청’하나…조희대 “합쳐서 잘해보겠다” 발언 주목,,https://n.news.naver.com/mnews/article/032/0003462587,2026-08-05T21:05:00+09:00,,A10면,
경향신문,naver_paper,,"“법원 ‘차별’ 판결에도 휠체어 시외버스 0대”…장애인 단체, 유엔 진정",,https://n.news.naver.com/mnews/article/032/0003462588,2026-08-05T21:05:00+09:00,,A10면,
경향신문,naver_paper,,"“시원하게 목 축이세요” 구세군, 폭염 속 생수 나눔[포토뉴스]",,https://n.news.naver.com/mnews/article/032/0003462589,2026-08-05T21:05:00+09:00,,A10면,
경향신문,naver_paper,,이 대통령 “쿠데타 3번 한 육사 책임 안 물어” 3사 통합 속도 주문,,https://n.news.naver.com/mnews/article/032/0003462603,2026-08-05T21:29:00+09:00,,A1면,
경향신문,naver_paper,,일하는 노인 ‘1000만명’ 돌파,,https://n.news.naver.com/mnews/article/032/0003462604,2026-08-05T21:27:00+09:00,,A1면,
경향신문,naver_paper,,"SH, 임대주택 모집에 ‘취약계층 가점’ 폐지",,https://n.news.naver.com/mnews/article/032/0003462605,2026-08-05T21:27:00+09:00,,A1면,
경향신문,naver_paper,,불볕에 덴 논밭…밥상 물가까지 펄펄,"불볕더위에 농산물 출하량 급감 오이 53%, 열무 48% 등 값 상승 수급 차질 ‘히트플레이션’ 우려 양배추·당근 등 파종 늦어진 탓 수확 줄어 추석 물가 영 …",https://n.news.naver.com/mnews/article/032/0003462602,2026-08-05T21:23:00+09:00,,A2면,
경향신문,naver_paper,,"살인 더위, 프로야구도 멈췄다",,https://n.news.naver.com/mnews/article/032/0003462601,2026-08-05T21:19:00+09:00,,A2면,
경향신문,naver_paper,,법무부 “배임죄 신속 정비”…이 대통령 ‘대장동 재판’ 영향 줄까,정성호 “요건 불명확해 기업 경영 부담” 폐지·요건 완화 등 추진 폐지 땐 대체입법 내용 따라 이 대통령 ‘면소’ 여지…야 반발 예상 형소법 관련 “합수본 근 …,https://n.news.naver.com/mnews/article/032/0003462597,2026-08-05T21:17:00+09:00,,A3면,
경향신문,naver_paper,,"이 대통령 “요란한 삿대질, 필연적 반발 불러”…개혁 강경파 겨냥?",,https://n.news.naver.com/mnews/article/032/0003462600,2026-08-05T21:16:00+09:00,,A3면,
경향신문,naver_paper,,2026년 08월 06일[김용민의 그림마당],,https://n.news.naver.com/mnews/article/032/0003462598,2026-08-05T21:18:00+09:00,,A3면,
경향신문,naver_paper,,이 대통령 “법에 수사 금지 써있나”…정성호 “그렇다”,,https://n.news.naver.com/mnews/article/032/0003462599,2026-08-05T21:16:00+09:00,,A3면,
경향신문,naver_paper,,"오세훈·김용범, 준공업지역 공장 비율 낮춰 주택 공급 ‘공감’",오세훈 서울시장과 김용범 청와대 정책실장이 5일 만나 서울 구로·영등포구 준공업지역을 활용한 주택 공급 방안을 논의했다. 개발제한구역(그린벨트) 해제를 두고도 …,https://n.news.naver.com/mnews/article/032/0003462595,2026-08-05T21:14:00+09:00,,A4면,
경향신문,naver_paper,,"‘단일 레버리지 ETF’ 도입, 범여권서도 김용범 책임론",,https://n.news.naver.com/mnews/article/032/0003462596,2026-08-05T21:14:00+09:00,,A4면,
경향신문,naver_paper,,김민석 “한두 개 개혁을 우려먹어”…정청래 “배신해본 사람은 또 배신”,"1차 때와 다르게 날카로운 분위기 김민석·송영길, 정청래 협공 구도 김 “종교 개입 경고가 해당행위냐” 정 “당·당원 공격”…신천지 대립 정 “김 총리 때 레 …",https://n.news.naver.com/mnews/article/032/0003462594,2026-08-05T21:12:00+09:00,,A5면,
경향신문,naver_paper,,이 대통령 국정 운영 ‘부정 평가’가 ‘긍정’ 처음 앞섰다,,https://n.news.naver.com/mnews/article/032/0003462592,2026-08-05T21:11:00+09:00,,A5면,
경향신문,naver_paper,,여당 전대 진행 중인데…당원 추가 투표 놓고 또 ‘룰 논쟁’,,https://n.news.naver.com/mnews/article/032/0003462593,2026-08-05T21:11:00+09:00,,A5면,
경향신문,naver_paper,,장동혁 “서범수 ‘돌려차기 실언’ 있어선 안 될 일…당 차원 조치”,장동혁 국민의힘 대표가 5일 부산 돌려차기 사건과 관련한 실언으로 논란을 일으킨 친한동훈계 서범수 의원을 겨냥해 “당 차원에서 상응하는 적절한 조치가 필요하다 …,https://n.news.naver.com/mnews/article/032/0003462590,2026-08-05T21:09:00+09:00,,A6면,
경향신문,naver_paper,,통일부 “4자 대화 모색”에…“이상주의적” 선 그은 외교부,,https://n.news.naver.com/mnews/article/032/0003462591,2026-08-05T21:09:00+09:00,,A6면,
경향신문,naver_paper,,"‘무기징역+39년형’ 윤석열, 남은 재판서 형량 얼마나 늘까","이종섭 호주대사 도피·채 상병 사건 수사 외압 의혹 등 2건 1심 진행 중 대법, 한덕수·이상민 내란 사건 전원합의체 회부…윤 재판 영향 미칠 듯 김건희 무죄 …",https://n.news.naver.com/mnews/article/032/0003462586,2026-08-05T21:05:00+09:00,,A10면,
경향신문,naver_paper,,노태악·이흥구 후임자 ‘동시 제청’하나…조희대 “합쳐서 잘해보겠다” 발언 주목,,https://n.news.naver.com/mnews/article/032/0003462587,2026-08-05T21:05:00+09:00,,A10면,
경향신문,naver_paper,,"“법원 ‘차별’ 판결에도 휠체어 시외버스 0대”…장애인 단체, 유엔 진정",,https://n.news.naver.com/mnews/article/032/0003462588,2026-08-05T21:05:00+09:00,,A10면,
경향신문,naver_paper,,"“시원하게 목 축이세요” 구세군, 폭염 속 생수 나눔[포토뉴스]",,https://n.news.naver.com/mnews/article/032/0003462589,2026-08-05T21:05:00+09:00,,A10면,
